target_word,ground_truth_ipa,actual_ipa,distance
01SSD1M,/ʃip/,ʃipəs,2.0
04SSD2M,/aʃa/,ɑɪsɔ,1.25
03SSD1F,/hɛlɪkɔptəɹ/,ðihɪltɔtʌ,2.875
04SSD2M,/bɪskɪt/,ɹædsɛt,0.9166666666666666
01SSD1M,/taɹ/,,inf
03SSD1F,/θae/,fɹaɪ,1.25
03SSD1F,/swɪŋ/,ʃwɛn,0.33333333333333337
03SSD1F,/det/,kititi,3.083333333333333
cleft_28F,/asoɹ/,ʔæsəlʌk,3.291666666666667
02SSD1M,/ɡɪɹʌl//ɡɪɹl/,ʌʃʌl,5.375
03SSD1F,/dɪɡəɹ/,ɪdʌ,2.25
cleft_16M,/tʉ/,u,1.0416666666666667
03SSD1F,/fɛðəɹ/,fɪʌ,2.0833333333333335
04SSD2M,/splaʃ/,spɑs,1.125
03SSD1F,/kwin/,ʃuhiŋ,1.5833333333333333
01SSD1M,/sɪzəɹz/,ʃhɪzɑnʒ,1.4999999999999998
03SSD1F,/kɪtʃʃɪn/,ɛpsʌn,2.375
02SSD1M,/iɹ/,jʌ,0.4583333333333333
03SSD1F,/ʌmbəɹɛla/,ʔʌmðʌvilʌ,1.6666666666666667
03SSD1F,/dʒʒɪɹaf/,uweɪ,3.8333333333333335
03SSD1F,/kip/,ip,1.0
03SSD1F,/ɡoɹ//ɡoəɹ/,uʌ,5.125
04SSD2M,/ɔɹɪndʒʒ/,oɹænd,2.166666666666667
03SSD1F,/wɔtʃʃ/,uvʌls,1.25
cleft_28F,/atɪp/,ʔaɪkæt,2.4583333333333335
04SSD2M,/stɹɔbɛɹez/,stɔbɪz,3.041666666666667
03SSD1F,/kɹab/,uæb,1.3333333333333335
04SSD2M,/bʌɹd/,ʌt,2.0416666666666665
04SSD2M,/θʌm/,flɔm,1.25
04SSD2M,/ʌmbəɹɛla//ʌmbɹɛla/,æʌ,13.041666666666668
03SSD1F,/bʌtəɹflae/,ʌtəfaɪ,3.0833333333333335
02SSD1M,/ɹoɹ/,joʊʌ,1.4166666666666665
03SSD1F,/daɡəɹ/,æʌ,3.0833333333333335
02SSD1M,/θɹi/,θɹit,1.0
01SSD1M,/ɹɪŋk/,ɹɪŋk,0.0
03SSD1F,/skʉl/,ʃɪl,1.2916666666666665
03SSD1F,/fɹɔɡ/,foʊt,0.5833333333333334
04SSD2M,/ðat/,sʌt,0.16666666666666666
03SSD1F,/tiθ/,ʃif,0.3333333333333333
03SSD1F,/pɪɡ/,upɛd,1.25
01SSD1M,/skʉl/,ʃkɪ,1.2916666666666667
01SSD1M,/ðeɹ/,sʌp,0.5416666666666666
03SSD1F,/ɡʌt/,ʌptʒ,1.6666666666666667
01SSD1M,/klas/,əæs,1.375
